Id,modularity_class,user_id,user_name,Organization,Catergory_1,Catergory_2,Position,Gender,Race,Past Bio Details,user_description,White Hse?,Correspondent?,Video?,user_urls,Newsroom_1,Newsroom_2,shared past,TV contract?,Radio?,user_statuses_count,user_followers_count,user_friends_count,user_favourites_count,user_listed_count,user_verified,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,closnesscentrality,betweenesscentrality,clustering,eigencentrality,Authority,Hub,Notes
samtayrey,8,3372900155,Samantha Reyes,CNN,Television Network News and Public Affairs,Radio_and_Television,Assignment Editor,F,Hispanic,"""proud alum of: @CNN @VOAnoticias @Univision & @COMatBU.""",Overbooked & Underfunded ¬© || muy notable alum of: @CNN @VOAnoticias @Univision & @COMatBU || Miami Forever,FALSE,FALSE,FALSE, ,NAN, ,"N (CNN, VOA, Univision)",N (former), ,7820,10577,7566,23523,66,TRUE,14,22,36,73,86,159,0.334035,1956.555065,0.211957,0.017436,0.005046,0.007275,
FoxReports,8,360080772,Lauren Fox,CNN,Television Network News and Public Affairs,Senate_Periodical_Galleries,,F,White,-,"With @CNNPolitics covering Congress. Grew up everywhere. IN, PA, MN, ND, MT, OR",FALSE,FALSE,FALSE,http://www.cnn.com,CNN, ,N,Y, ,9560,9611,1351,1522,407,TRUE,78,46,124,193,125,318,0.350402,6041.351082,0.218925,0.316689,0.043146,0.033414,
jamesoliphant,8,14660096,James Oliphant,Thomson Reuters,Wire Services,Senate_Periodical_Galleries,,M,White,"Former Reporter: Chicago Trib, LATimes. Editor: National Journal, Legal Times.","White House Correspondent for @Reuters. Lawyer. Father. Film guy. Ohioan. I've got a job, a daughter, an ex-wife, and several bartenders that depend upon me.",TRUE,TRUE,FALSE,http://the-vcr.com,Reuters, ,N,N, ,19977,9570,5614,793,488,TRUE,28,45,73,87,220,307,0.364529,2231.059555,0.206557,0.070043,0.018014,0.031785,
kpolantz,8,273700859,Katelyn Polantz,National Law Journal,-,Senate_Periodical_Galleries,Law Firms & Lobbying Reporter,F,White,-,"Senior writer @CNN. Favorite things: Pittsburgh, historical tourism, folk music, quirks of the legal profession. Happy to chat: katelyn.polantz@cnn.com",FALSE,FALSE,FALSE,https://www.cnn.com/specials/politics/trump-russia-ties,CNN, ,N,Y, ,12265,9450,2258,1142,319,TRUE,64,20,84,185,41,226,0.323748,5127.612917,0.206527,0.223053,0.031923,0.007587,
Rene_MarshCNN,8,30722743,Rene Marsh,CNN,Television Network News and Public Affairs,Radio_and_Television,,F,Black,"""by way of #Miami.""","@CNN Government Regulation Correspondent, pilot in training,DC Based by way of #Miami. Grew up in #NYC. S.I. Newhouse Alum https://t.co/auZqLVmBiv",FALSE,TRUE,FALSE,http://www.cnn.com/CNN/anchors_reporters/marsh.rene.html,CNN, ,N,Y, ,5460,9168,1017,1216,294,TRUE,21,13,34,43,19,62,0.308795,1886.549902,0.35,0.075621,0.010115,0.008163,
LindsayFrance,8,76166586,Lindsay France,Independent Voter,-,#N/A,#N/A,F,#N/A,#N/A,"Host, ""The Business of Politics"". Business and Politics Editor, @ivn. People over parties. Go Navy. üá∫üá∏",FALSE,FALSE,FALSE,https://soundcloud.com/independent-voter-podcast/his-time-has-come-libertarian-nick-sarwark-says-pho,Independent Voter, ,N,N, ,1133,9134,434,2654,133,TRUE,1,0,1,1,0,1,0,0,0,0.000172,0.000027,0,
JoanBiskupic,8,97539939,Joan Biskupic,Thomson Reuters,Wire Services,Senate_Press_Galleries,,F,White,"Concurrent: ""CNN contributor for year""","CNN legal analyst & Supreme Court biographer; past books on O'Connor, Scalia & Sotomayor; working on bio of Chief Justice Roberts; Chicago native",FALSE,FALSE,FALSE,http://www.joanbiskupic.com,CNN, ,N,Y, ,1039,9093,741,130,423,FALSE,10,5,15,11,7,18,0.282089,1984.960135,0.17619,0.011952,0.002218,0.001291,
RudiBakhtiar,8,25315560,Rudi Bakhtiar,Thomson Reuters,Wire Services,Radio_and_Television,,F,White,Testified before the Senate Intelligence Committe on irananian human rights abuses and was part of the Fox News misconduct cases,"Journalist, retweets are not endorsements",FALSE,FALSE,FALSE, ,Reuters, ,N,N, ,5403,8918,1389,1160,180,FALSE,2,9,11,2,11,13,0.30523,67.252523,0.166667,0.005229,0.001361,0.00596,
ckmarie,8,16228326,Clare Foran,The Atlantic,-,Senate_Periodical_Galleries,Politics Writer,F,White,-,"writer @CNNPolitics. DMs are open, don't make me regret it.",FALSE,FALSE,FALSE,https://www.cnn.com/profiles/clare-foran,CNN, ,N,Y, ,9477,8840,4649,3445,413,TRUE,24,16,40,26,20,46,0.324169,4292.355429,0.154356,0.023828,0.005481,0.009445,
khinman,8,14873782,Katie Hinman,CNN,Television Network News and Public Affairs,Radio_and_Television,"Executive Producer, State of the Union with Jake Tapper",F,White,-,Executive Producer @CNN,FALSE,FALSE,FALSE, ,CNN, ,N,Y, ,4144,8682,1385,844,266,TRUE,16,14,30,17,16,33,0.318256,139.605282,0.306878,0.033374,0.010546,0.011951,
Arianedevogue,8,119107959,Ariane de Vogue,CNN,Television Network News and Public Affairs,Radio_and_Television,Supreme Court Reporter,F,White,"""Formerly at ABC.""",Covering the Supreme Court and legal issues for @CNN and @CNNPolitics. Formerly at ABC,FALSE,FALSE,FALSE,http://on.fb.me/1QlI4eH,CNN, ,N,Y, ,4880,8362,418,189,422,TRUE,20,28,48,31,42,73,0.334612,1151.135398,0.239103,0.050408,0.00746,0.014242,
brennawilliams,8,38855868,Brenna Williams,CNN,Television Network News and Public Affairs,Radio_and_Television,Video Producer,F,White,-,"Barre instructor. Bunny mom. Irish in name, college & exit strategy. Panic Dixie Meme Girl. 'Cute [...] cool.' -WaPo. @CNNPolitics #ThePoint. üì∏: brennaclaire",FALSE,FALSE,FALSE,http://CNNPolitics.com,CNN, ,N,Y, ,25257,8249,1285,8807,199,TRUE,25,34,59,80,107,187,0.34761,5016.286158,0.151163,0.046145,0.009054,0.01243,
RachelSmolkin,8,423804754,Rachel Smolkin,CNN,Television Network News and Public Affairs,Radio_and_Television,"Executive Editor, CNN Politics",F,White,"""Past @politico, @usatoday.""","Executive Editor @CNNPolitics. Past @politico, @usatoday. Mom. Texan.",FALSE,FALSE,FALSE,http://www.cnn.com/POLITICS/,CNN, ,"N (politico, usatoday)",Y, ,3744,7937,1496,4095,270,TRUE,22,37,59,57,91,148,0.328378,3724.127382,0.295681,0.068727,0.008741,0.014077,
tomforemancnn,8,16132336,Tom Foreman,CNN,Television Network News and Public Affairs,Radio_and_Television,Correspondent,M,White,-,CNN Correspondent & author of My Year of Running Dangerously,FALSE,TRUE,FALSE,http://cnn.com,CNN, ,N,Y, ,7153,7897,811,8122,412,TRUE,5,5,10,14,15,29,0.299777,7.088765,0.404762,0.008202,0.001299,0.002867,
betsyscribeindc,8,95072551,Betsy Rothstein,Daily Caller,Digital,Senate_Press_Galleries,,F,#N/A,#N/A,I write Daily Caller's Mirror media/gossip blog. I cover D.C. journalists in a way that inevitably upsets someone. Write me: betsy@dailycaller(dot)com.,FALSE,FALSE,FALSE,http://dailycaller.com/blog/the-mirror/,Daily Caller, ,N,N, ,17524,7789,5364,2046,292,TRUE,0,2,2,0,2,2,0.279003,0,0.5,0,0,0.001297,
kampeas,8,19545932,(((Ron Kampeas))),Jewish Telegraphic Agency,-,Senate_Press_Galleries,,M,White,-,"Ron Kampeas is JTA's Washington bureau chief. rkampeas@jta.org RT=""People who follow a JTA reporter might find this interesting/amusing, nothing more.""",FALSE,FALSE,FALSE,http://www.jta.org,Jewish Telegraphic Agency, ,N,N, ,64688,7385,2070,13310,308,FALSE,9,89,98,40,233,273,0.385125,7567.033994,0.206866,0.046897,0.006289,0.063784,
DHBerman,8,21842781,Dan Berman,CNN,Television Network News and Public Affairs,Senate_Periodical_Galleries,Digital Enterprise Editor,M,White,"""Previously: POLITICO White House editor, National Journal, Greenwire""","CNN Politics - WH, Hill, SCOTUS, etc. Previously: Politico, National Journal, Greenwire and the Allied Gardens Little League.",FALSE,FALSE,FALSE,http://www.cnn.com/politics,CNN, ,"N (politico, NJ, Greenwire)",Y, ,27043,7352,2454,3211,445,TRUE,24,48,72,37,78,115,0.355397,2440.280796,0.221508,0.051331,0.009977,0.030498,
NikkiSchwab,8,8162322,Nikki Schwab,Daily Mail,Newspapers,Senate_Press_Galleries,,F,#N/A,#N/A,"U.S. Political Reporter for @DailyMail. Formerly Whispers at @usnews, @YeasAndNays at @DCExaminer. RTs are not high fives. Tips: nikki.schwab@mailonline.com",FALSE,FALSE,FALSE, ,DailyMail , ,"N (USNews, Yeas/Nays, DCX)",N, ,28730,7229,6102,797,319,TRUE,16,26,42,27,53,80,0.340754,293.183352,0.261111,0.031118,0.00902,0.021609,
cnnross,8,35629711,Ross Levitt,CNN,Television Network News and Public Affairs,Radio_and_Television,,M,White,-,"Supervising producer for @cnn in Washington covering the federal agencies, conflicts and ethics. Philadelphia sports fan, foodie, husband and father of twins.",FALSE,FALSE,FALSE, ,CNN, ,N,Y, ,10248,7213,2185,345,233,TRUE,11,18,29,16,57,73,0.313117,591.115178,0.424901,0.055954,0.006041,0.011768,
PoloSandovalCNN,8,2364627817,Polo Sandoval,CNN,Television Network News and Public Affairs,Radio_and_Television,,M,Hispanic,-,"Husband, storyteller, reader, and Texas-native. CNN Correspondent based in NY. Retweets ‚â† Endorsements Polo.Sandoval@CNN.com",FALSE,TRUE,FALSE,https://www.facebook.com/PoloSandovalCNN,CNN, ,N,Y, ,2104,6856,1390,688,154,TRUE,13,2,15,15,2,17,0.273597,13.922143,0.302198,0.041354,0.007454,0.000528,
kristindonnelly,8,28713695,Kristin Donnelly,NBC News,Television Network News and Public Affairs,Radio_and_Television,White House Producer,F,White,-,"Supervising Producer, The Lead with Jake Tapper on CNN. Newsjunky interested in news that's not junk. RTs aren't endorsements.  DC by way of NYC",FALSE,FALSE,FALSE, ,CNN, ,N,Y, ,9338,6769,1348,814,269,TRUE,44,55,99,67,156,223,0.355905,7108.499723,0.179132,0.14561,0.021125,0.035039,
AmandaBecker,8,233985354,Amanda Becker,Thomson Reuters,Wire Services,Senate_Press_Galleries,,F,White,-,@Reuters correspondent covering Congress & the Trump administration. Ohio born and raised. LA lover. DC dweller. Bread aficionado. amanda.becker@tr.com,FALSE,TRUE,FALSE,http://www.reuters.com,Reuters, ,N,N, ,26557,6534,1282,5478,439,TRUE,14,37,51,48,72,120,0.35281,2675.612828,0.185024,0.018668,0.00593,0.023418,
News_with_Love,8,172482310,Alysha Love,CNN,Television Network News and Public Affairs,Radio_and_Television,Multi-Platform Editor,F,White,"""@copyeditors exec board. @politico alumna. @mizzou j-school.""","@CNNPolitics editor, @copyeditors exec board. @mizzou j-school. ""Words are, in my not-so-humble opinion, our most inexhaustible source of magic."" ‚Äî JK Rowling",FALSE,FALSE,FALSE,http://cnnpolitics.com,CNN, ,N,Y, ,4552,5999,1365,3452,127,TRUE,12,7,19,36,13,49,0.290736,1902.622581,0.361905,0.019039,0.004361,0.002931,
JohnPrideaux,8,176450747,John Prideaux,Economist,-,Senate_Periodical_Galleries,U.S. Editor,M,White,-,"U.S. editor at The Economist, views are mine. Very stable, no genius.",FALSE,FALSE,FALSE, ,Economist, ,N,N, ,1461,5677,352,2313,154,TRUE,1,3,4,1,6,7,0.263309,0,0.333333,0.000172,0,0.000412,
StCollinson,8,17897395,Stephen Collinson,CNN,Television Network News and Public Affairs,Radio_and_Television,"Senior Reporter, CNN Politics ",M,White,-,Senior Reporter CNN Politics http://t.co/8iMwUR2ZnH Opinions personal. US Politics. Leafs. English cricket.,FALSE,FALSE,FALSE,http://www.cnn.com/profiles/stephen-collinson,CNN, , , , ,4149,5247,2154,805,318,TRUE,4,1,5,8,1,9,0.237189,40.8888,0.3,0.01769,0.001686,0.000138,
AlliemalCNN,8,46309291,Allie Malloy,CNN,Television Network News and Public Affairs,Radio_and_Television,,F,White,-,White House Producer @CNN.                    PA girl born & raised (#Eaglesü¶Ö). New Yorker by choice (@nyu alum). DC by geography.,TRUE,FALSE,FALSE,http://www.cnn.com/profiles/allie-malloy,CNN, ,N,Y, ,4357,5229,805,2238,164,TRUE,39,20,59,67,50,117,0.323628,4703.083902,0.231837,0.137038,0.020158,0.011892,
AngieHolan,8,14091197,Angie Drobnic Holan,Tampa Bay Times,Newspapers,Senate_Press_Galleries,,F,White,-,"Editor of @PolitiFact, a project of @Poynter. I tweet about factchecking, politics, misinformation, data, libraries, books, Florida and DC.",FALSE,FALSE,FALSE,http://www.politifact.com/,PF,poynter,N,N, ,5871,5155,2967,1840,320,TRUE,1,0,1,1,0,1,0,0,0,0.000164,0.000002,0,
CNNFieldSuper,8,568311929,Oliver Janney,CNN,Television Network News and Public Affairs,Radio_and_Television,,M,White,"Also: ""Associate Chair of @NPPA Mid-Atlantic.""",Senior Field Production Supervisor @CNN DC Oliver.Janney@cnn.com Associate Chair of @NPPA Mid-Atlantic,FALSE,FALSE,FALSE,http://CNN.com,CNN, ,N,Y, ,4469,4999,2690,1364,116,TRUE,0,6,6,0,7,7,0.298207,0,0.566667,0,0,0.006841,
adammaytv,8,123585060,Adam May,WBAL-TV,-,Radio_and_Television,Anchor & Reporter,M,White,"""formerly at CBS News & AJAM""",Storyteller always seeking the truth. Communications professional: formerly at Al Jazeera America and CBS news. My opinions are my own,FALSE,FALSE,FALSE, ,NAN, ,"N (AJZ, CBS)",N, ,11260,4988,1313,6499,142,TRUE,3,18,21,4,24,28,0.328193,263.757928,0.245614,0.000586,0.000173,0.01413,
diannaheitz,8,164383046,Dianna Heitz,CNN,Television Network News and Public Affairs,Radio_and_Television,"Assistant Managing Editor, CNN Politics",F,White,"""Past @politico, @reuters, @MedillSchool.""","Assistant managing editor, @CNNPolitics Past @politico, @reuters, @MedillSchool",FALSE,FALSE,FALSE,http://cnn.com/politics,CNN, ,"N (politico, reuters",Y, ,6651,4744,838,1383,171,TRUE,9,8,17,14,16,30,0.290349,55.238577,0.439394,0.018213,0.00247,0.002875,
mattyhoyeCNN,8,18778634,Matt Hoye,CNN,Television Network News and Public Affairs,Radio_and_Television,,M,White,"""covered Kerry, Obama, Clinton, & Romney races.""","CNN Reporter/Producer (Frmr White House Sr. Prod.,) Covering Trump/GOP race, and covered Kerry, Obama, Clinton, & Romney races. Dad, dog lover, marathon runner",TRUE,FALSE,FALSE,http://cnn.com,CNN, ,N,N, ,3839,4718,2188,165,183,TRUE,8,7,15,10,31,41,0.282912,10.528001,0.480769,0.022878,0.002078,0.004374,
C4KylieM,8,199251548,Kylie Morris,Independent Television News (ITN),-,Radio_and_Television,"Washington Correspondent, Channel 4 News",F,White,-,Washington Correspondent for Channel 4 News,FALSE,TRUE,FALSE,http://www.channel4.com/news/kylie-morris,Channel 4, ,N,Y, ,2756,4696,1259,162,110,TRUE,6,22,28,11,44,55,0.331875,1729.882233,0.249231,0.002764,0.00198,0.015726,
Deena_CNN,8,58926235,Deena Zeina Zaru,CNN,Television Network News and Public Affairs,Radio_and_Television,"Digital Producer, CNN Politics",F,Middle Eastern,"""@CNNSOTU alum, writer, booker.""","Writer, producer @ https://t.co/zvKT2ZcSTI Covering all things music, hip-hop, politics and culture @CNNPolitics, @CNNSOTU alum. RTs ‚â† endorsements.",FALSE,FALSE,FALSE,http://www.cnn.com/profiles/deena-zaru,CNN, ,N (CNN-SOTU),Y, ,13014,4687,1552,3500,150,TRUE,10,19,29,11,33,44,0.324953,536.044383,0.36,0.029807,0.005289,0.008725,
KristenhCNN,8,20696334,Kristen Holmes,CNN,Television Network News and Public Affairs,Radio_and_Television,Newsource Correspondent,F,White,-,"@CNN Newsource Correspondent. President of the Donnie Wahlberg fan club, former teacher, Oklahoma native, @columbiajourn alum, ranch dressing enthusiast.",FALSE,TRUE,FALSE, ,CNN, ,N,Y, ,7723,4641,1912,1859,192,TRUE,30,102,132,57,305,362,0.385806,6470.888393,0.191571,0.109137,0.019656,0.064848,
pdicarlocnn,8,22675685,Patricia DiCarlo,CNN,Television Network News and Public Affairs,Radio_and_Television,"Executive Producer, CNN Investigations",F,White,-,"Executive Producer, CNN Investigations",FALSE,FALSE,FALSE,http://www.cnn.com,CNN, ,N,N, ,1607,4557,879,352,149,TRUE,3,2,5,5,2,7,0.29127,726.604312,0.5,0.004409,0.001284,0.002219,
aaltman82,8,243725308,Alex Altman,Time Magazine,News Magazine,Senate_Periodical_Galleries,,M,White,-,Nation editor and deputy Washington bureau chief @time.,FALSE,FALSE,FALSE,http://time.com,Time, ,N,N, ,210,4325,680,1213,243,TRUE,11,24,35,41,47,88,0.339428,2284.846008,0.163793,0.014116,0.003385,0.013679,
NicoleCNN,8,55954443,Nicole Gaouette,CNN,Television Network News and Public Affairs,Senate_Press_Galleries,National Security Reporter,M,White,-,"@CNNPolitics national security reporter. RTs don't = endorsement, just interest.",FALSE,FALSE,FALSE,http://www.cnn.com/profiles/nicole-gaouette,CNN, ,N,Y, ,7459,4303,2106,1603,253,TRUE,6,6,12,11,8,19,0.299777,73.66777,0.446429,0.035573,0.003133,0.004636,
stevenpsloan,8,108189101,Steven Sloan,CNN,Television Network News and Public Affairs,Radio_and_Television,,M,White,"""Politico, Bloomberg alum.""","Director of enterprise reporting, @CNN Washington bureau. Prior: Politico, Bloomberg",FALSE,FALSE,FALSE, ,CNN, ,"N (Politico, bloomberg)",Y, ,1944,4226,1714,356,154,TRUE,2,6,8,3,6,9,0.286488,0.306965,0.589286,0.004449,0.001131,0.003236,
mcgintyman,8,16246426,Derek McGinty,WUSA–TV,Local TV Stations,Radio_and_Television,,M,Black,-,"Former anchor of news, current rider of bikes and player of bass.",FALSE,FALSE,FALSE,http://Wusa9.com,WUSA, , , , ,9962,4114,645,3097,133,TRUE,7,10,17,8,17,25,0.311607,3868.364279,0.192308,0.002908,0.000777,0.004953,
adamplevy,8,89222289,Adam P. Levy,CNN,Television Network News and Public Affairs,Radio_and_Television,,M,White,-,"Supervising Producer - CNN Political Unit. I only endorse my own work, not RTs. Prefer nice pictures? https://t.co/p0ikCrJ8ES",FALSE,FALSE,FALSE, ,CNN, ,N,Y, ,3098,4070,1480,161,119,TRUE,1,3,4,1,3,4,0.264074,0,0.833333,0.00478,0.000325,0.001528,
jjsimonCNN,8,193484225,Jeff Simon,CNN,Television Network News and Public Affairs,Radio_and_Television,,M,White,-,http://cnn.it/1PTY2vZ,FALSE,FALSE,FALSE,Shooter : Producer : Editor | CNN | Sad Phillies fan.,CNN, , , , ,10353,4033,1283,6313,176,TRUE,1,0,1,1,0,1,0,0,0,0.000934,0.000152,0,
walterpincus,8,3876330618,Walter Pincus,The Cipher Brief,-,Senate_Press_Galleries,Columnist & Senior National Security Correspondent,M,White,Former Washington Post,http://thecipherbrief.com,FALSE,FALSE,FALSE,Now columnist and senior national security correspondent for The Cipher Brief after more than 4 years with The Washington Post.,The Cipher Brief ,WP, , , ,249,3982,56,41,78,TRUE,1,0,1,1,0,1,0,0,0,0.00039,0.000016,0,
rebekahmetzler,8,172979014,Rebekah Metzler,CNN,Television Network News and Public Affairs,Radio_and_Television,,F,White,-,"@CNNPolitics Senior White House Editor. Left ü¶à apologist. Mainer. Allegiance to Red Sox, Pats, Celts. And Polar Bears playing any sport.",TRUE,FALSE,FALSE,http://www.cnn.com/POLITICS,CNN, ,N,Y, ,16560,3850,298,4016,176,TRUE,23,24,47,54,82,136,0.323508,896.038721,0.310084,0.051369,0.006998,0.012594,
markpmeredith,8,54065433,Mark Meredith,Media General,-,Radio_and_Television,,M,White,-,White House Correspondent for the largest group of local TV stations in the country. Love flying and college football. Proud UGA Grad,TRUE,TRUE,FALSE,http://www.nexstar.tv/stations/,Nexstar, ,N,Y, ,9720,3812,1711,24889,190,TRUE,2,32,34,2,40,42,0.353525,1278.932506,0.177083,0.005923,0.000759,0.022163,
jeddrosche,8,15320854,Jedd Rosche,CNN,Television Network News and Public Affairs,Radio_and_Television,,M,White,-,CNN Senior Congress Editor. Founding member of the @CNNPolitics team. @politico @scgsah @mizzou Alum.,FALSE,FALSE,FALSE,http://www.cnn.com/POLITICS/,CNN, ,N (politico),Y, ,11197,3722,1710,1101,170,TRUE,12,21,33,27,37,64,0.321837,346.110476,0.327635,0.02794,0.004509,0.010485,
LeslieABentz,8,21401086,Leslie Bentz,CNN,Television Network News and Public Affairs,Radio_and_Television,,F,White,-,This is my part nobody else speak,FALSE,FALSE,FALSE,http://www.lesliebentz.com,CNN, ,N,Y, ,8469,3700,349,1998,47,TRUE,8,18,26,24,41,65,0.321481,442.343824,0.304094,0.020751,0.002259,0.00936,
Joelmentum,8,148936255,Joel Gehrke,Washington Examiner,-,Senate_Periodical_Galleries,Foreign Affairs Reporter,M,White,"""Former @NRO reporter.""",Foreign Affairs Reporter for @dcexaminer. Former @NRO reporter.,FALSE,FALSE,FALSE, ,WEX, ,N,N, ,21752,3667,669,177,185,TRUE,1,13,14,8,23,31,0.321606,0,0.262821,0.000172,0,0.010139,
gelles,8,14075981,David P Gelles,CNN,Television Network News and Public Affairs,Radio_and_Television,"Executive Producer, CNN Political Programming",M,White,"Also: ""Senior Broadcast Producer @CNNSitRoom.""","Executive Producer, CNN Political Programming + Senior Broadcast Producer @CNNSitRoom",FALSE,FALSE,FALSE, ,CNN, ,N,Y, ,10276,3548,1410,2398,110,TRUE,60,102,162,219,402,621,0.380921,13470.32585,0.169682,0.21649,0.03397,0.064884,
CassieSpodak,8,255620328,Cassie Spodak,CNN,Television Network News and Public Affairs,Radio_and_Television,Video Producer,F,White,-,"CNN Producer / Covering politics, writing, producing, shooting and editing",FALSE,FALSE,FALSE,http://www.cnn.com,CNN, ,N,Y, ,4555,3506,725,471,176,TRUE,10,13,23,16,19,35,0.301278,684.879678,0.3125,0.021252,0.002364,0.003943,
haleybureau,8,52797896,Haley Edwards,Time Magazine,News Magazine,Senate_Periodical_Galleries,Correspondent,F,White,"""former editor @WashMonthly""","Correspondent @TIME, author of Shadow Courts: The Tribunals That Rule Global Trade (@ColumbiaGR). DMs and haley.edwards@time.com are open for business.",FALSE,TRUE,FALSE, ,Time, ,N,N, ,3328,3446,2190,1437,191,FALSE,11,14,25,17,25,42,0.323628,339.156649,0.277778,0.010625,0.003218,0.005014,
LaurieUreCNN,8,103022986,Laurie Ure,CNN,Television Network News and Public Affairs,Radio_and_Television,,F,White,"""Pentagon//State Department; Fmr MSNBC Producer/Manager; Fmr NBC MTP""",CNN Congressional Producer by way of Pentagon//State Department beats; Former MSNBC Producer/Manager; Former NBC Meet the Presser,FALSE,FALSE,FALSE,http://cnn.com,CNN, ,"N (MSNBC, NBC)",Y, ,2914,3429,745,13,143,TRUE,1,2,3,1,3,4,0.276677,0.175226,0.5,0.002719,0.000259,0.002605,
m_rhodan,8,482301201,Maya Rhodan,Time Magazine,News Magazine,Senate_Periodical_Galleries,,F,White,-,Reporter @TIMEPolitics. A shoo-in for hater of the year. Tips? Feedback? Email me. maya.rhodan@time.com,FALSE,FALSE,FALSE,http://time.com,Time, ,N,N, ,8254,3424,1504,7635,122,TRUE,6,23,29,19,51,70,0.336288,1806.438699,0.188406,0.006131,0.001514,0.010523,
McKennaEwen,8,16382386,McKenna Ewen,Washington Post,Newspapers,Senate_Press_Galleries,Video Journalist,M,White,-,"Producer for @CNN, formerly @WashingtonPost and @StarTribune.",FALSE,FALSE,FALSE,http://www.mckennaewen.com,CNN, ,"N (WP, StarTribune)",Y, ,6217,3378,914,1586,382,TRUE,2,3,5,2,5,7,0.267146,5.806592,0.2,0.001436,0.0002,0.000601,
karincaifaCNN,8,108806652,Karin Caifa,CNN,Television Network News and Public Affairs,Radio_and_Television,"Reporter, CNN Newsource",F,White,-,Reporter for @CNNNewsource. @JohnsHopkins & @columbiajourn alum. Frequent flier. Runner. Clarinet nerd. Anxious Mets fan. RTs not endorsements. Opinions mine.,FALSE,FALSE,FALSE,http://newsource.cnn.com,CNN, ,N,Y, ,15702,3312,548,30,280,TRUE,3,8,11,3,10,13,0.304272,1848.74366,0.416667,0.00769,0.0009,0.006117,
michaelcoleman,8,20384533,Michael Coleman,Albuquerque Journal,Newspapers,Senate_Press_Galleries,,M,White,Concurrent: KOAT-TV contributor.,"Albuquerque Journal Washington Bureau Chief, other. Send news tips to mcoleman@abqjournal.com",FALSE,FALSE,FALSE,http://www.abqjournal.com/main/author/mcoleman,ABQ, ,N,N, ,14372,3289,2479,2839,183,FALSE,4,16,20,6,21,27,0.337003,95.955513,0.297386,0.004046,0.00131,0.015351,
chriswilsondc,8,15741451,Chris Wilson,Time Magazine,News Magazine,Senate_Periodical_Galleries,Director of Data Journalism,M,White,-,"Director of data journalism @Time (unverified). It's time to go home, Eddie. https://t.co/zJgjBIOGdD",FALSE,FALSE,FALSE,http://mechanicalscribe.com,Time, ,N,N, ,6609,3262,819,603,182,FALSE,7,11,18,13,16,29,0.325196,450.142372,0.4,0.015944,0.002846,0.002828,
KristineFrazao,8,15975951,KristineFrazao,Sinclair Broadcast Group,-,Radio_and_Television,,F,White,0,"National Correspondent for Sinclair Broadcast Group. I cover politics and policy in Washington DC, with a focus on government waste, fraud and abuse.",FALSE,TRUE,FALSE, ,Sinclair, ,N,Y, ,4243,3158,934,1190,135,FALSE,0,14,14,0,16,16,0.321192,0,0.104396,0,0,0.006821,
SimoneReports,8,349967181,Simone Del Rosario,RTTV America,-,Radio_and_Television,Anchor and Correspondent ,F,White ,-,Journalist. Cowgirl. World Traveler. #Q13FOX Correspondent @MedillSchool Wildcat @NMSU Aggie @DanielRob99 Wife Simone@Q13FOX.com,FALSE,TRUE,FALSE,http://www.simonedelrosario.com,Fox-L, ,N,Y, ,4304,3127,858,3522,100,TRUE,1,3,4,1,6,7,0.290585,0,0.333333,0.000172,0,0.002216,
Sam_Frizell,8,191049947,Sam Frizell,Time Magazine,News Magazine,Senate_Periodical_Galleries,Politics Writer,M,White,-,"former @TIME magazine staff writer, current @YaleLawSch student. New Yorker.",FALSE,FALSE,FALSE,http://time.com/author/sam-frizell/,NAN,X-Time,N,N, ,4743,3073,822,1780,125,TRUE,3,8,11,5,11,16,0.31183,5.799237,0.571429,0.004194,0.001454,0.003571,
juddzeez,8,251983774,DJ Judd,CNN,Television Network News and Public Affairs,Radio_and_Television,,M,White,"""formerly @Princeton, @CBSPolitics.""","@CNNPolitics; formerly @Princeton, @CBSPolitics. New Yorker by birth and stride.",FALSE,FALSE,FALSE,http://instagram.com/dmjudd4,CNN, ,N (CBS),Y, ,12490,2962,1212,1981,105,TRUE,54,69,123,243,268,511,0.367059,14777.04291,0.184649,0.173761,0.029133,0.040342,
daniahy,8,251282331,Dania Yousef,Aljazeera English,Television Network News and Public Affairs,Radio_and_Television,,F,Middle Eastern,-,Work at @AJEnglish @AJUpFront. All views my own. RT ‚â† endorsements.,FALSE,FALSE,FALSE,http://aljazeera.com/upfront,AJZ, ,N,N, ,15736,2950,1100,2882,93,FALSE,0,7,7,0,10,10,0.305245,0,0.214286,0,0,0.006178,
Karl_de_Vries,8,247832362,Karl de Vries,CNN,Television Network News and Public Affairs,Radio_and_Television,Breaking News Editor,M,White,"""Former: @starledger @newsday @foxnews.""","@CNNPolitics journo. Jersey native, #Mets fan, typo assassin. Previously @starledger @newsday @foxnews",FALSE,FALSE,FALSE,http://www.cnn.com/politics,CNN, ,N,Y, ,3878,2890,2577,446,95,TRUE,1,2,3,1,2,3,0.236546,0.830563,0,0.000749,0.000205,0.000144,
gregorywallace,8,310128043,Gregory Wallace,CNN,Television Network News and Public Affairs,Radio_and_Television,,M,White,"""alum of @cnnmoney.""",@cnn producer covering government regulation. alum of @cnnmoney. NH native. aspiring bed and breakfast proprietor.,FALSE,FALSE,FALSE,http://cnn.com/politics,CNN, ,N,Y, ,2623,2873,1775,241,121,TRUE,6,2,8,10,2,12,0.264234,31.610405,0.366667,0.018435,0.001385,0.000453,
